,distid_nerds,schoolid_stateassigned,distname_nerds,schoolname_nerds,enroll_raw_TX,pp_stloc_raw_TX,CEID,distname_ed,SiteID,schoolname_ed,distid_ed,CECounty,SiteCounty,SiteISP,school_id
278,15915.0,15915158,NORTHSIDE ISD,MCDERMOTT EL,666,8487.533956,90,NORTHSIDE ISD-SAN ANTONIO,158,ROBERT MCDERMOTT EL,15915,BEXAR,BEXAR,55.2,15915158
279,15915.0,15915131,NORTHSIDE ISD,LINTON EL,487,8853.734315,90,NORTHSIDE ISD-SAN ANTONIO,131,DOLORES LINTON EL,15915,BEXAR,BEXAR,67.32,15915131
280,15915.0,15915111,NORTHSIDE ISD,GLASS EL,562,7975.216562,90,NORTHSIDE ISD-SAN ANTONIO,111,COLBY GLASS EL,15915,BEXAR,BEXAR,63.1,15915111
281,15915.0,15915035,NORTHSIDE ISD,DAEP AT HOLMGREEN,11,1860.300677,90,NORTHSIDE ISD-SAN ANTONIO,35,D A E P HOLMGREEN,15915,BEXAR,BEXAR,57.14,15915035
282,15915.0,15915226,NORTHSIDE ISD,FIELDS EL,845,7592.087121,90,NORTHSIDE ISD-SAN ANTONIO,226,FIELDS EL,15915,BEXAR,BEXAR,26.65,15915226
283,15915.0,15915171,NORTHSIDE ISD,DRIGGERS EL,578,8421.396462,90,NORTHSIDE ISD-SAN ANTONIO,171,DRIGGERS ELEMENTARY SCHOOL,15915,BEXAR,BEXAR,46.85,15915171
284,15915.0,15915102,NORTHSIDE ISD,GLENN EL,543,8910.996642,90,NORTHSIDE ISD-SAN ANTONIO,102,JOHN GLENN EL,15915,BEXAR,BEXAR,71.25,15915102
285,15915.0,15915192,NORTHSIDE ISD,BEHLAU EL,769,7852.386857,90,NORTHSIDE ISD-SAN ANTONIO,192,BEHLAU EL,15915,BEXAR,BEXAR,22.56,15915192
286,15915.0,15915195,NORTHSIDE ISD,MIRELES EL,963,6934.559622,90,NORTHSIDE ISD-SAN ANTONIO,195,MIRELES EL,15915,BEXAR,BEXAR,12.33,15915195
287,15915.0,15915148,NORTHSIDE ISD,WANKE EL,717,8331.675091,90,NORTHSIDE ISD-SAN ANTONIO,148,CARL WANKE EL,15915,BEXAR,BEXAR,29.12,15915148
288,15915.0,15915236,NORTHSIDE ISD,LOS REYES EL,566,8265.319469,90,NORTHSIDE ISD-SAN ANTONIO,236,LOS REYES ELEM,15915,BEXAR,BEXAR,12.35,15915236
289,15915.0,15915105,NORTHSIDE ISD,HULL EL,483,9567.510351,90,NORTHSIDE ISD-SAN ANTONIO,105,MARY HULL EL,15915,BEXAR,BEXAR,70.33,15915105
290,15915.0,15915189,NORTHSIDE ISD,MARTIN EL,666,8239.374797,90,NORTHSIDE ISD-SAN ANTONIO,189,MARTIN EL,15915,BEXAR,BEXAR,72.21,15915189
291,15915.0,15915119,NORTHSIDE ISD,HOWSMAN EL,695,8096.520036,90,NORTHSIDE ISD-SAN ANTONIO,119,SHIRLEY HOWSMAN EL,15915,BEXAR,BEXAR,48.89,15915119
292,15915.0,15915022,NORTHSIDE ISD,STEVENS H S,2836,7492.749741,90,NORTHSIDE ISD-SAN ANTONIO,22,STEVENS HIGH SCHOOL,15915,BEXAR,BEXAR,30.33,15915022
293,15915.0,15915019,NORTHSIDE ISD,WARREN H S,3077,7461.231395,90,NORTHSIDE ISD-SAN ANTONIO,19,WARREN H S,15915,BEXAR,BEXAR,25.01,15915019
294,15915.0,15915050,NORTHSIDE ISD,STINSON MIDDLE,1144,7268.26309,90,NORTHSIDE ISD-SAN ANTONIO,50,STINSON MIDDLE,15915,BEXAR,BEXAR,24.85,15915050
295,15915.0,15915144,NORTHSIDE ISD,GALM EL,565,8223.670428,90,NORTHSIDE ISD-SAN ANTONIO,144,GALM EL,15915,BEXAR,BEXAR,29.59,15915144
296,15915.0,15915169,NORTHSIDE ISD,RHODES EL,548,7908.099118,90,NORTHSIDE ISD-SAN ANTONIO,169,RHODES EL,15915,BEXAR,BEXAR,44.14,15915169
297,15915.0,15915185,NORTHSIDE ISD,MEAD EL,704,8197.596132,90,NORTHSIDE ISD-SAN ANTONIO,185,MEAD EL,15915,BEXAR,BEXAR,67.03,15915185
298,15915.0,15915115,NORTHSIDE ISD,COLONIES NORTH EL,624,9256.826027,90,NORTHSIDE ISD-SAN ANTONIO,115,COLONIES NORTH EL,15915,BEXAR,BEXAR,53.54,15915115
299,15915.0,15915055,NORTHSIDE ISD,JEFFERSON MIDDLE,1475,7196.883543,90,NORTHSIDE ISD-SAN ANTONIO,55,JEFFERSON MIDDLE SCHOOL,15915,BEXAR,BEXAR,17.0,15915055
300,15915.0,15915136,NORTHSIDE ISD,NORTHWEST CROSSING EL,525,9549.420331,90,NORTHSIDE ISD-SAN ANTONIO,136,NORTHWEST CROSSING EL,15915,BEXAR,BEXAR,37.68,15915136
301,15915.0,15915165,NORTHSIDE ISD,CARSON EL,563,8125.130969,90,NORTHSIDE ISD-SAN ANTONIO,165,JAMES CARSON EL,15915,BEXAR,BEXAR,24.54,15915165
302,15915.0,15915234,NORTHSIDE ISD,ELLISON EL,625,8231.04715,90,NORTHSIDE ISD-SAN ANTONIO,234,Ellison ES,15915,BEXAR,BEXAR,17.09,15915234
303,15915.0,15915043,NORTHSIDE ISD,ROSS MIDDLE,1154,7856.940428,90,NORTHSIDE ISD-SAN ANTONIO,43,SUL ROSS MIDDLE,15915,BEXAR,BEXAR,58.09,15915043
304,15915.0,15915003,NORTHSIDE ISD,MARSHALL H S,2518,7848.372668,90,NORTHSIDE ISD-SAN ANTONIO,3,MARSHALL H S,15915,BEXAR,BEXAR,31.05,15915003
305,15915.0,15915132,NORTHSIDE ISD,TIMBERWILDE EL,585,8593.436497,90,NORTHSIDE ISD-SAN ANTONIO,132,TIMBERWILDE EL,15915,BEXAR,BEXAR,42.92,15915132
306,15915.0,15915058,NORTHSIDE ISD,BRISCOE MIDDLE,1399,6951.346034,90,NORTHSIDE ISD-SAN ANTONIO,58,BRISCOE MIDDLE,15915,BEXAR,BEXAR,12.36,15915058
307,15915.0,15915182,NORTHSIDE ISD,OTT EL,703,7250.256968,90,NORTHSIDE ISD-SAN ANTONIO,182,OTT ELEMENTARY,15915,BEXAR,BEXAR,23.89,15915182
308,15915.0,15915047,NORTHSIDE ISD,STEVENSON MIDDLE,1233,7545.559985,90,NORTHSIDE ISD-SAN ANTONIO,47,COKE STEVENSON MIDDLE,15915,BEXAR,BEXAR,25.57,15915047
309,15915.0,15915106,NORTHSIDE ISD,ALLEN EL,575,7856.761863,90,NORTHSIDE ISD-SAN ANTONIO,106,ALLEN EL,15915,BEXAR,BEXAR,72.84,15915106
310,15915.0,15915177,NORTHSIDE ISD,CARNAHAN EL,533,9486.277481,90,NORTHSIDE ISD-SAN ANTONIO,177,PEGGY CARNAHAN ELEM,15915,BEXAR,BEXAR,42.21,15915177
311,15915.0,15915007,NORTHSIDE ISD,TAFT H S,2473,8205.502677,90,NORTHSIDE ISD-SAN ANTONIO,7,WILLIAM H TAFT H S,15915,BEXAR,BEXAR,20.78,15915007
312,15915.0,15915124,NORTHSIDE ISD,ESPARZA EL,574,8568.031434,90,NORTHSIDE ISD-SAN ANTONIO,124,GREGORIO ESPARZA EL,15915,BEXAR,BEXAR,53.01,15915124
313,15915.0,15915101,NORTHSIDE ISD,CABLE EL,585,8991.62624,90,NORTHSIDE ISD-SAN ANTONIO,101,CABLE EL,15915,BEXAR,BEXAR,76.27,15915101
314,15915.0,15915151,NORTHSIDE ISD,FERNANDEZ EL,607,7715.151508,90,NORTHSIDE ISD-SAN ANTONIO,151,FERNANDEZ EL,15915,BEXAR,BEXAR,32.96,15915151
315,15915.0,15915198,NORTHSIDE ISD,HENDERSON EL,533,8557.628325,90,NORTHSIDE ISD-SAN ANTONIO,198,HENDERSON EL,15915,BEXAR,BEXAR,19.93,15915198
316,15907.0,15907179,SAN ANTONIO ISD,HAWTHORNE PK-8 ACADEMY,731,8550.012597,82,SAN ANTONIO ISD,179,HAWTHORNE EL,15907,BEXAR,BEXAR,53.48,15907179
317,15907.0,15907055,SAN ANTONIO ISD,RHODES MIDDLE,647,8709.205441,82,SAN ANTONIO ISD,55,RHODES MIDDLE,15907,BEXAR,BEXAR,74.31,15907055
318,15907.0,15907150,SAN ANTONIO ISD,MAVERICK EL,564,8043.350439,82,SAN ANTONIO ISD,150,MAVERICK EL,15907,BEXAR,BEXAR,66.37,15907150
319,15907.0,15907140,SAN ANTONIO ISD,RODRIGUEZ EL,314,8672.110874,82,SAN ANTONIO ISD,140,RODRIGUEZ EL,15907,BEXAR,BEXAR,82.29,15907140
320,15907.0,15907002,SAN ANTONIO ISD,BURBANK H S,1243,9990.019355,82,SAN ANTONIO ISD,2,BURBANK H S,15907,BEXAR,BEXAR,50.29,15907002
321,15907.0,15907001,SAN ANTONIO ISD,BRACKENRIDGE H S,1685,9311.11741,82,SAN ANTONIO ISD,1,BRACKENRIDGE H S,15907,BEXAR,BEXAR,48.74,15907001
322,15907.0,15907241,SAN ANTONIO ISD,CARVAJAL EL,394,6616.396043,82,SAN ANTONIO ISD,241,CARVAJAL EARLY CHILDHOOD,15907,BEXAR,BEXAR,99.22,15907241
323,15907.0,15907050,SAN ANTONIO ISD,LONGFELLOW MIDDLE,923,9304.358778,82,SAN ANTONIO ISD,50,LONGFELLOW MIDDLE,15907,BEXAR,BEXAR,64.75,15907050
324,15907.0,15907107,SAN ANTONIO ISD,BONHAM ACADEMY,577,8226.476338,82,SAN ANTONIO ISD,107,BONHAM EL,15907,BEXAR,BEXAR,42.63,15907107
325,15907.0,15907136,SAN ANTONIO ISD,HILLCREST EL,455,9339.536212,82,SAN ANTONIO ISD,136,HILLCREST EL,15907,BEXAR,BEXAR,73.72,15907136
326,15907.0,15907006,SAN ANTONIO ISD,HOUSTON H S,1005,10650.74867,82,SAN ANTONIO ISD,6,HOUSTON H S,15907,BEXAR,BEXAR,63.48,15907006
327,15907.0,15907166,SAN ANTONIO ISD,STEELE MONTESSORI ACADEMY,150,14333.762,82,SAN ANTONIO ISD,166,Steele Montessori Academy,15907,BEXAR,BEXAR,44.12,15907166
328,15907.0,15907116,SAN ANTONIO ISD,COLLINS GARDEN EL,510,7897.523176,82,SAN ANTONIO ISD,116,COLLINS GARDEN EL,15907,BEXAR,BEXAR,73.91,15907116
329,15907.0,15907106,SAN ANTONIO ISD,BEACON HILL ACADEMY,476,8826.63298,82,SAN ANTONIO ISD,106,BEACON HILL EL,15907,BEXAR,BEXAR,68.69,15907106
330,15907.0,15907149,SAN ANTONIO ISD,MARGIL ACADEMY,625,8568.565733,82,SAN ANTONIO ISD,149,MARGIL EL,15907,BEXAR,BEXAR,78.56,15907149
331,15907.0,15907245,SAN ANTONIO ISD,NELSON EARLY CHILDHOOD CAMPUS,211,6264.152773,82,SAN ANTONIO ISD,245,Nelson Early Childhood Campus,15907,BEXAR,BEXAR,98.53,15907245
332,15907.0,15907143,SAN ANTONIO ISD,GEORGE E KELLY EL,249,10421.22417,82,SAN ANTONIO ISD,143,GEORGE E KELLY EL,15907,BEXAR,BEXAR,70.21,15907143
333,15907.0,15907025,SAN ANTONIO ISD,ST PHILIP'S COLLEGE EARLY COLLEGE,287,8015.823695,82,SAN ANTONIO ISD,25,ST PHILIP'S COLLEGE EARLY COLLEGE H S WITH SAISD,15907,BEXAR,BEXAR,45.8,15907025
334,15907.0,15907158,SAN ANTONIO ISD,PERSHING EL,488,8536.535824,82,SAN ANTONIO ISD,158,PERSHING EL,15907,BEXAR,BEXAR,78.56,15907158
335,15907.0,15907024,SAN ANTONIO ISD,COOPER ACADEMY AT NAVARRO,347,10011.60323,82,SAN ANTONIO ISD,24,COOPER ACADEMY @ NAVARRO,15907,BEXAR,BEXAR,58.75,15907024
336,15907.0,15907061,SAN ANTONIO ISD,TAFOLLA MIDDLE,427,11339.14882,82,SAN ANTONIO ISD,61,TAFOLLA MIDDLE,15907,BEXAR,BEXAR,72.55,15907061
337,15907.0,15907125,SAN ANTONIO ISD,FOSTER ACADEMY,593,8462.054118,82,SAN ANTONIO ISD,125,FOSTER EL,15907,BEXAR,BEXAR,76.74,15907125
338,15907.0,15907157,SAN ANTONIO ISD,OGDEN ACADEMY,679,9744.04626,82,SAN ANTONIO ISD,157,OGDEN EL,15907,BEXAR,BEXAR,73.28,15907157
339,15907.0,15907139,SAN ANTONIO ISD,HUPPERTZ EL,368,8861.664789,82,SAN ANTONIO ISD,139,HUPPERTZ EL,15907,BEXAR,BEXAR,78.97,15907139
340,15907.0,15907010,SAN ANTONIO ISD,ESTRADA ACHIEVEMENT CTR,150,17312.26867,82,SAN ANTONIO ISD,10,ESTRADA ACHIEVEMENT CTR.,15907,BEXAR,BEXAR,68.18,15907010
341,15907.0,15907119,SAN ANTONIO ISD,DOUGLASS ACADEMY,347,10042.18248,82,SAN ANTONIO ISD,119,DOUGLASS EL,15907,BEXAR,BEXAR,77.75,15907119
342,15907.0,15907054,SAN ANTONIO ISD,POE MIDDLE,425,10761.53533,82,SAN ANTONIO ISD,54,POE MIDDLE,15907,BEXAR,BEXAR,67.98,15907054
343,15907.0,15907126,SAN ANTONIO ISD,FRANKLIN EL,456,8426.734631,82,SAN ANTONIO ISD,126,FRANKLIN EL,15907,BEXAR,BEXAR,64.32,15907126
344,15907.0,15907177,SAN ANTONIO ISD,YOUNG MEN'S LEADERSHIP ACADEMY,337,10366.33284,82,SAN ANTONIO ISD,177,YOUNG MEN LEADERSHIP ACADEMY,15907,BEXAR,BEXAR,34.58,15907177
345,15907.0,15907135,SAN ANTONIO ISD,HIGHLAND PARK EL,458,9017.497865,82,SAN ANTONIO ISD,135,HIGHLAND PARK EL,15907,BEXAR,BEXAR,71.0,15907135
346,15907.0,15907168,SAN ANTONIO ISD,P F STEWART EL,350,10302.78105,82,SAN ANTONIO ISD,168,P F STEWART EL,15907,BEXAR,BEXAR,76.01,15907168
347,15907.0,15907162,SAN ANTONIO ISD,DAVID BARKLEY/FRANCISCO RUIZ EL,525,8345.049618,82,SAN ANTONIO ISD,162,BARKLEY/RUIZ EL,15907,BEXAR,BEXAR,75.5,15907162
348,15907.0,15907049,SAN ANTONIO ISD,IRVING MIDDLE,212,11483.94929,82,SAN ANTONIO ISD,49,IRVING MIDDLE,15907,BEXAR,BEXAR,68.84,15907049
349,15907.0,15907005,SAN ANTONIO ISD,HIGHLANDS H S,1439,10119.88121,82,SAN ANTONIO ISD,5,HIGHLANDS H S,15907,BEXAR,BEXAR,56.72,15907005
350,15907.0,15907114,SAN ANTONIO ISD,CAMERON EL,376,9204.204162,82,SAN ANTONIO ISD,114,CAMERON EL,15907,BEXAR,BEXAR,78.79,15907114
351,15907.0,15907240,SAN ANTONIO ISD,CARROLL EARLY CHILDHOOD CAMPUS,466,6425.721341,82,SAN ANTONIO ISD,240,CARROLL EARLY CHILDHOOD CAMPUS,15907,BEXAR,BEXAR,97.45,15907240
352,15907.0,15907246,SAN ANTONIO ISD,GONZALES EARLY CHILDHOOD CAMPUS,113,9703.847191,82,SAN ANTONIO ISD,246,Gonzalez Early Childhood Campus,15907,BEXAR,BEXAR,52.0,15907246
353,15907.0,15907020,SAN ANTONIO ISD,JJAEP,NRD,NRD,82,SAN ANTONIO ISD,20,BEXAR COUNTY JJAEP,15907,BEXAR,BEXAR,61.11,15907020
354,15907.0,15907163,SAN ANTONIO ISD,MARK TWAIN DUAL LANGUAGE ACADEMY,356,9307.07713,82,SAN ANTONIO ISD,163,Mark Twain Dual Language Academy,15907,BEXAR,BEXAR,40.96,15907163
355,15907.0,15907026,SAN ANTONIO ISD,ADVANCED LEARNING ACADEMY,826,9683.539546,82,SAN ANTONIO ISD,26,FOX TECH INSTITUTE OF ADVANCED LEARNING,15907,BEXAR,BEXAR,33.19,15907026
356,15907.0,15907064,SAN ANTONIO ISD,BREWER ACADEMY,24,92610.932,82,SAN ANTONIO ISD,64,PICKETT CTR.,15907,BEXAR,BEXAR,67.74,15907064
357,15907.0,15907121,SAN ANTONIO ISD,DE ZAVALA EL,595,8579.574996,82,SAN ANTONIO ISD,121,DE ZAVALA EL,15907,BEXAR,BEXAR,78.52,15907121
358,15907.0,15907127,SAN ANTONIO ISD,GATES EL,218,11018.00616,82,SAN ANTONIO ISD,127,GATES EL,15907,BEXAR,BEXAR,82.98,15907127
359,15907.0,15907144,SAN ANTONIO ISD,SARAH S KING EL,680,8239.18445,82,SAN ANTONIO ISD,144,SARAH S KING EL,15907,BEXAR,BEXAR,85.67,15907144
360,15907.0,15907118,SAN ANTONIO ISD,DAVID CROCKETT ACADEMY,658,8759.299527,82,SAN ANTONIO ISD,118,DAVID CROCKETT EL,15907,BEXAR,BEXAR,79.39,15907118
361,15907.0,15907047,SAN ANTONIO ISD,HARRIS MIDDLE,746,9260.475118,82,SAN ANTONIO ISD,47,HARRIS MIDDLE,15907,BEXAR,BEXAR,59.78,15907047
362,15907.0,15907101,SAN ANTONIO ISD,ARNOLD EL,590,8237.291604,82,SAN ANTONIO ISD,101,ARNOLD EL,15907,BEXAR,BEXAR,64.5,15907101
363,15907.0,15907008,SAN ANTONIO ISD,LANIER H S,1605,9381.726859,82,SAN ANTONIO ISD,8,LANIER H S,15907,BEXAR,BEXAR,63.57,15907008
364,15907.0,15907146,SAN ANTONIO ISD,LAMAR EL,379,10081.55623,82,SAN ANTONIO ISD,146,LAMAR EL,15907,BEXAR,BEXAR,51.96,15907146
365,15907.0,15907176,SAN ANTONIO ISD,WOODLAWN HILLS EL,483,8637.590902,82,SAN ANTONIO ISD,176,WOODLAWN HILLS EL,15907,BEXAR,BEXAR,71.57,15907176
366,15907.0,15907053,SAN ANTONIO ISD,PAGE MIDDLE,78,19904.89995,82,SAN ANTONIO ISD,53,PAGE MIDDLE,15907,BEXAR,BEXAR,68.31,15907053
367,15907.0,15907112,SAN ANTONIO ISD,BRISCOE EL,465,8767.155117,82,SAN ANTONIO ISD,112,BRISCOE EL,15907,BEXAR,BEXAR,68.79,15907112
368,15907.0,15907155,SAN ANTONIO ISD,NEAL EL,521,7934.218787,82,SAN ANTONIO ISD,155,NEAL EL,15907,BEXAR,BEXAR,72.56,15907155
369,15907.0,15907134,SAN ANTONIO ISD,HIGHLAND HILLS EL,643,7404.169298,82,SAN ANTONIO ISD,134,HIGHLAND HILLS EL,15907,BEXAR,BEXAR,68.57,15907134
370,15907.0,15907004,SAN ANTONIO ISD,FOX TECHNICAL H S,371,13042.7404,82,SAN ANTONIO ISD,4,FOX TECHNICAL H S,15907,BEXAR,BEXAR,44.51,15907004
371,15907.0,15907169,SAN ANTONIO ISD,STORM EL,305,13435.8055,82,SAN ANTONIO ISD,169,STORM EL,15907,BEXAR,BEXAR,83.18,15907169
372,15907.0,15907027,SAN ANTONIO ISD,CAST TECH H S,252,10241.41216,82,SAN ANTONIO ISD,27,CAST TECH HS,15907,BEXAR,BEXAR,34.4,15907027
373,15907.0,15907161,SAN ANTONIO ISD,ROGERS ACADEMY,727,8098.183145,82,SAN ANTONIO ISD,161,ROGERS EL,15907,BEXAR,BEXAR,62.08,15907161
374,15907.0,15907022,SAN ANTONIO ISD,TRAVIS EARLY COLLEGE H S,381,8505.91297,82,SAN ANTONIO ISD,22,TRAVIS EARLY COLLEGE,15907,BEXAR,BEXAR,32.98,15907022
375,15907.0,15907138,SAN ANTONIO ISD,IRVING DUAL LANGUAGE ACADEMY,137,9656.518982,82,SAN ANTONIO ISD,138,Irving Dual Language Academy,15907,BEXAR,BEXAR,,15907138
376,15907.0,15907129,SAN ANTONIO ISD,CHARLES GRAEBNER EL,743,7857.468899,82,SAN ANTONIO ISD,129,CHARLES GRAEBNER EL,15907,BEXAR,BEXAR,70.0,15907129
377,15907.0,15907242,SAN ANTONIO ISD,KNOX EARLY CHILDHOOD CAMPUS,264,5581.488817,82,SAN ANTONIO ISD,242,KNOX EARLY CHILDHOOD CAMPUS,15907,BEXAR,BEXAR,98.44,15907242
378,15907.0,15907123,SAN ANTONIO ISD,FENWICK ACADEMY,441,9350.584494,82,SAN ANTONIO ISD,123,FENWICK EL,15907,BEXAR,BEXAR,73.39,15907123
379,15907.0,15907164,SAN ANTONIO ISD,SCHENCK EL,582,8320.376157,82,SAN ANTONIO ISD,164,SCHENCK EL,15907,BEXAR,BEXAR,65.29,15907164
380,15907.0,15907103,SAN ANTONIO ISD,CHARLES C BALL ACADEMY,596,8912.330769,82,SAN ANTONIO ISD,103,CHARLES C BALL EL,15907,BEXAR,BEXAR,76.82,15907103
381,15907.0,15907057,SAN ANTONIO ISD,ROGERS MIDDLE,424,10388.13562,82,SAN ANTONIO ISD,57,ROGERS MIDDLE,15907,BEXAR,BEXAR,44.21,15907057
382,15907.0,15907141,SAN ANTONIO ISD,ELOISE JAPHET ACADEMY,954,7431.694578,82,SAN ANTONIO ISD,141,ELOISE JAPHET EL,15907,BEXAR,BEXAR,69.89,15907141
383,15907.0,15907172,SAN ANTONIO ISD,WASHINGTON EL,376,12176.92225,82,SAN ANTONIO ISD,172,WASHINGTON EL,15907,BEXAR,BEXAR,82.82,15907172
384,15907.0,15907210,SAN ANTONIO ISD,MISSION ACADEMY,560,8989.12069,82,SAN ANTONIO ISD,210,MISSION ACADEMY,15907,BEXAR,BEXAR,55.56,15907210
385,15907.0,15907003,SAN ANTONIO ISD,EDISON H S,1545,9263.620511,82,SAN ANTONIO ISD,3,EDISON H S,15907,BEXAR,BEXAR,50.06,15907003
386,15907.0,15907147,SAN ANTONIO ISD,BOWDEN ACADEMY,521,8797.11706,82,SAN ANTONIO ISD,147,BOWDEN EL,15907,BEXAR,BEXAR,79.8,15907147
387,15907.0,15907175,SAN ANTONIO ISD,WOODLAWN ACADEMY,611,9229.563614,82,SAN ANTONIO ISD,175,WOODLAWN EL,15907,BEXAR,BEXAR,60.12,15907175
388,15907.0,15907153,SAN ANTONIO ISD,DORIE MILLER EL,266,10516.48902,82,SAN ANTONIO ISD,153,DORIE MILLER EL,15907,BEXAR,BEXAR,77.53,15907153
389,15907.0,15907007,SAN ANTONIO ISD,JEFFERSON H S,1621,9585.621131,82,SAN ANTONIO ISD,7,JEFFERSON H S,15907,BEXAR,BEXAR,48.05,15907007
390,15907.0,15907043,SAN ANTONIO ISD,DAVIS MIDDLE,602,9800.003705,82,SAN ANTONIO ISD,43,DAVIS MIDDLE,15907,BEXAR,BEXAR,73.6,15907043
391,15907.0,15907110,SAN ANTONIO ISD,J T BRACKENRIDGE EL,679,7659.533742,82,SAN ANTONIO ISD,110,J T BRACKENRIDGE EL,15907,BEXAR,BEXAR,91.03,15907110
392,15907.0,15907132,SAN ANTONIO ISD,HERFF ACADEMY,410,9787.034845,82,SAN ANTONIO ISD,132,HERFF EL,15907,BEXAR,BEXAR,75.17,15907132
393,15907.0,15907148,SAN ANTONIO ISD,MADISON EL,518,8346.1968,82,SAN ANTONIO ISD,148,MADISON EL,15907,BEXAR,BEXAR,72.48,15907148
394,15907.0,15907131,SAN ANTONIO ISD,ROBERT B GREEN ACADEMY,215,12368.2851,82,SAN ANTONIO ISD,131,ROBERT B GREEN EL,15907,BEXAR,BEXAR,69.66,15907131
395,15907.0,15907059,SAN ANTONIO ISD,WHITTIER MIDDLE,775,8629.701784,82,SAN ANTONIO ISD,59,WHITTIER MIDDLE,15907,BEXAR,BEXAR,58.39,15907059
396,15907.0,15907051,SAN ANTONIO ISD,LOWELL MIDDLE,371,11062.17706,82,SAN ANTONIO ISD,51,LOWELL MIDDLE,15907,BEXAR,BEXAR,69.49,15907051
397,15907.0,15907117,SAN ANTONIO ISD,AGNES COTTON ACADEMY,465,8908.036838,82,SAN ANTONIO ISD,117,AGNES COTTON EL,15907,BEXAR,BEXAR,74.34,15907117
398,15907.0,15907137,SAN ANTONIO ISD,HIRSCH EL,727,7959.019459,82,SAN ANTONIO ISD,137,HIRSCH EL,15907,BEXAR,BEXAR,81.49,15907137
399,15907.0,15907244,SAN ANTONIO ISD,TYNAN EARLY CHILDHOOD CAMPUS,241,6356.077573,82,SAN ANTONIO ISD,244,TYNAN EARLY CHILDHOOD CAMPUS,15907,BEXAR,BEXAR,99.17,15907244
400,15907.0,15907030,SAN ANTONIO ISD,TEXANS CAN ACADEMY AT HIGHLANDS H,188,1509.142992,82,SAN ANTONIO ISD,30,Texans Can Academy at Highlands HS,15907,BEXAR,BEXAR,,15907030
401,15907.0,15907105,SAN ANTONIO ISD,BASKIN EL,455,8514.586761,82,SAN ANTONIO ISD,105,BASKIN EL,15907,BEXAR,BEXAR,62.48,15907105
402,15907.0,15907023,SAN ANTONIO ISD,YOUNG WOMEN'S LEADERSHIP ACADEMY,495,9238.712302,82,SAN ANTONIO ISD,23,YOUNG WOMEN'S LEADERSHIP ACADEMY,15907,BEXAR,BEXAR,27.62,15907023
403,15907.0,15907174,SAN ANTONIO ISD,WILSON EL,443,8595.232037,82,SAN ANTONIO ISD,174,WILSON EL,15907,BEXAR,BEXAR,64.66,15907174
404,15907.0,15907124,SAN ANTONIO ISD,MURIEL FORBES ACADEMY,284,10091.0928,82,SAN ANTONIO ISD,124,MURIEL FORBES EL,15907,BEXAR,BEXAR,73.18,15907124
405,15907.0,15907165,SAN ANTONIO ISD,SMITH EL,318,13302.76062,82,SAN ANTONIO ISD,165,SMITH EL,15907,BEXAR,BEXAR,76.05,15907165
406,15907.0,15907142,SAN ANTONIO ISD,M L KING ACADEMY,329,10826.84208,82,SAN ANTONIO ISD,142,M L KING ACADEMY,15907,BEXAR,BEXAR,71.39,15907142
407,15907.0,15907180,SAN ANTONIO ISD,JT BRACKENRIDGE DAEP,9,34998.57089,82,SAN ANTONIO ISD,180,GONZALES ACHIEVEMENT CTR.,15907,BEXAR,BEXAR,84.21,15907180
408,15907.0,15907160,SAN ANTONIO ISD,RIVERSIDE PARK ACADEMY,420,9579.40819,82,SAN ANTONIO ISD,160,RIVERSIDE PARK EL,15907,BEXAR,BEXAR,78.24,15907160
409,94902.0,94902002,SCHERTZ-CIBOLO-U CITY ISD,ALLISON L STEELE E L C,85,14275.0332,449,SCHERTZ-CIBOLO-U CITY ISD,2,ALLISON STEELE ENHANCED LRNG CTR,94902,GUADALUPE,GUADALUPE,34.29,94902002
410,94902.0,94902042,SCHERTZ-CIBOLO-U CITY ISD,DOBIE J H,1255,6588.024953,449,SCHERTZ-CIBOLO-U CITY ISD,42,DOBIE J H,94902,GUADALUPE,GUADALUPE,12.14,94902042
411,94902.0,94902112,SCHERTZ-CIBOLO-U CITY ISD,GREEN VALLEY EL,705,7366.539502,449,SCHERTZ-CIBOLO-U CITY ISD,112,GREEN VALLEY ELEMENTARY,94902,GUADALUPE,GUADALUPE,21.91,94902112
412,94902.0,94902108,SCHERTZ-CIBOLO-U CITY ISD,LAURA INGALLS WILDER INT,804,7591.976969,449,SCHERTZ-CIBOLO-U CITY ISD,108,LAURA INGALLS WILDER INT,94902,GUADALUPE,GUADALUPE,28.82,94902108
413,94902.0,94902101,SCHERTZ-CIBOLO-U CITY ISD,WIEDERSTEIN EL,666,8168.796195,449,SCHERTZ-CIBOLO-U CITY ISD,101,WIEDERSTEIN EL,94902,GUADALUPE,GUADALUPE,19.65,94902101
414,94902.0,94902110,SCHERTZ-CIBOLO-U CITY ISD,WATTS EL,626,7786.824652,449,SCHERTZ-CIBOLO-U CITY ISD,110,WATTS EL,94902,GUADALUPE,GUADALUPE,20.62,94902110
415,94902.0,94902115,SCHERTZ-CIBOLO-U CITY ISD,CIBOLO VALLEY EL,986,7312.757138,449,SCHERTZ-CIBOLO-U CITY ISD,115,CIBOLO VALLEY EL,94902,GUADALUPE,GUADALUPE,15.25,94902115
